Age,Gender,Education Level,Job Title,Years of Experience,Salary
36,1,4,130,12,170000
30,0,1,177,5,90000
29,1,1,43,4,80000
42,1,3,107,14,180000
26,1,1,176,2,60000
35,0,3,18,9,120000
27,0,1,177,3,70000
48,1,4,28,18,210000
34,1,3,20,9,140000
23,0,1,177,1,50000
32,1,3,107,7,110000
25,0,3,177,2,60000
37,1,1,18,11,160000
28,1,1,177,4,75000
41,0,4,28,16,200000
34,1,3,18,8,100000
24,0,1,176,2,55000
36,1,4,130,12,170000
30,0,1,177,5,90000
29,1,1,43,4,80000
42,1,3,107,14,180000
26,1,1,176,2,60000
35,0,3,18,9,120000
27,0,1,177,3,70000
48,1,4,28,18,210000
34,1,3,20,9,140000
23,0,1,177,1,50000
32,1,3,107,7,110000
25,0,3,177,2,60000
37,1,1,18,11,160000
28,1,1,177,4,75000
41,0,4,28,16,200000
34,1,3,18,8,100000
24,0,1,176,2,55000
36,1,4,130,12,170000
30,0,1,177,5,90000
29,1,1,43,4,80000
42,1,3,107,14,180000
26,1,1,176,2,60000
35,0,3,18,9,120000
27,0,1,177,3,70000
48,1,4,28,18,210000
34,1,3,20,9,140000
30,0,1,177,4,80000
29,1,1,43,3,70000
42,1,3,107,14,180000
26,1,1,176,2,60000
35,0,3,18,9,120000
27,0,1,177,3,70000
48,1,4,28,18,210000
34,1,3,20,9,140000
23,0,1,177,1,50000
32,1,3,107,7,110000
25,0,3,177,2,60000
37,1,1,18,11,160000
28,1,1,177,4,75000
41,0,4,28,16,200000
34,1,3,18,8,100000
24,0,1,176,2,55000
36,1,4,130,12,170000
30,0,1,177,5,90000
29,1,1,43,4,80000
42,1,3,107,14,180000
26,1,1,176,2,60000
35,0,3,18,9,120000
27,0,1,177,3,70000
48,1,4,28,18,210000
34,1,3,20,9,140000
23,0,1,177,1,50000
32,1,3,107,7,110000
25,0,3,177,2,60000
37,1,1,18,11,160000
28,1,1,177,4,75000
41,0,4,28,16,200000
34,1,3,18,8,100000
24,0,1,176,2,55000
36,1,4,130,12,170000
30,0,1,177,5,90000
29,1,1,43,4,80000
42,1,3,107,14,180000
26,1,1,176,2,60000
35,0,3,18,9,120000
27,0,1,177,3,70000
48,1,4,28,18,210000
34,1,3,20,9,140000
23,0,1,177,1,50000
32,1,3,107,7,110000
25,0,3,177,2,60000
37,1,1,18,11,160000
28,1,1,177,4,75000
41,0,4,28,16,200000
34,1,3,18,8,100000
24,0,1,176,2,55000
36,1,4,130,12,170000
30,0,1,177,5,90000
29,1,1,43,4,80000
42,1,3,107,14,180000
26,1,1,176,2,60000
35,0,3,18,9,120000
27,0,1,177,3,70000
48,1,4,28,18,210000
34,1,3,20,9,140000
23,0,1,177,1,50000
32,1,3,107,7,110000
25,0,3,177,2,60000
37,1,1,18,11,160000
28,1,1,177,4,75000
41,0,4,28,16,200000
34,1,3,18,8,100000
24,0,1,176,2,55000
36,1,4,130,12,170000
30,0,1,177,5,90000
29,1,1,43,4,80000
42,1,3,107,14,180000
26,1,1,176,2,60000
35,0,3,18,9,120000
27,0,1,177,3,70000
48,1,4,28,18,210000
34,1,3,20,9,140000
23,0,1,177,1,50000
32,1,3,107,7,110000
25,0,3,177,2,60000
37,1,1,18,11,160000
28,1,1,177,4,75000
41,0,4,28,16,200000
34,1,3,18,8,100000
24,0,1,176,2,55000
36,1,4,130,12,170000
30,0,1,177,5,90000
29,1,1,43,4,80000
42,1,3,107,14,180000
26,1,1,176,2,60000
35,0,3,18,9,120000
27,0,1,177,3,70000
48,1,4,28,18,210000
34,1,3,20,9,140000
23,0,1,177,1,50000
32,1,3,107,7,110000
25,0,3,177,2,60000
37,1,1,18,11,160000
28,1,1,177,4,75000
41,0,4,28,16,200000
34,1,3,18,8,100000
24,0,1,176,2,55000
36,1,4,130,12,170000
30,0,1,177,5,90000
29,1,1,43,4,80000
42,1,3,107,14,180000
26,1,1,176,2,60000
35,0,3,18,9,120000
27,0,1,177,3,70000
48,1,4,28,18,210000
34,1,3,20,9,140000
23,0,1,177,1,50000
32,1,3,107,7,110000
25,0,3,177,2,60000
37,1,1,18,11,160000
28,1,1,177,4,75000
41,0,4,28,16,200000
34,1,3,18,8,100000
24,0,1,176,2,55000
36,1,4,130,12,170000
30,0,1,177,5,90000
29,1,1,43,4,80000
42,1,3,107,14,180000
26,1,1,176,2,60000
35,0,3,18,9,120000
28,1,3,192,5,80000
30,0,1,70,4,60000
25,1,1,91,2,50000
45,0,3,140,18,160000
33,1,4,31,9,120000
22,0,2,71,0,40000
36,1,1,192,10,100000
29,0,3,136,4,75000
42,1,4,31,16,140000
27,0,1,70,2,50000
38,1,3,140,11,110000
24,0,1,192,1,45000
31,1,2,91,4,55000
39,0,4,31,13,130000
26,1,1,71,2,50000
32,0,3,136,7,80000
32,1,1,91,2,45000
24,0,2,71,1,32000
45,1,4,140,12,120000
29,0,3,192,4,65000
38,1,1,136,8,95000
27,0,3,31,5,80000
31,0,2,70,3,38000
42,1,3,192,10,110000
26,0,1,91,2,45000
36,1,3,136,7,89000
28,1,2,71,1,32000
33,0,1,192,5,70000
46,1,4,31,15,150000
25,0,1,91,1,40000
37,0,3,140,9,105000
30,1,3,192,4,65000
43,0,4,31,14,140000
34,1,1,91,3,50000
26,0,2,71,2,35000
41,1,3,136,11,115000
29,0,3,192,5,70000
35,1,1,192,6,80000
27,0,2,70,1,30000
40,1,4,31,13,135000
23,0,1,91,1,40000
39,1,3,136,10,105000
31,1,2,71,2,35000
44,0,4,140,12,120000
28,1,3,192,3,55000
32,0,1,91,2,45000
45,1,3,31,14,140000
26,0,1,192,3,55000
38,1,4,140,11,115000
27,0,3,136,4,70000
33,1,2,70,3,38000
42,0,3,31,13,135000
29,1,1,91,2,45000
36,0,3,192,7,85000
30,1,2,71,1,32000
43,0,4,140,15,150000
34,1,1,192,4,65000
25,0,3,71,1,32000
37,1,4,31,12,120000
24,0,1,91,1,40000
39,1,3,136,9,95000
31,1,2,71,2,35000
44,0,4,31,14,140000
28,1,1,192,3,55000
32,0,3,140,6,80000
45,1,4,31,13,135000
26,0,1,91,2,45000
38,1,3,136,8,95000
27,0,2,71,1,32000
33,1,1,192,5,70000
42,0,3,31,12,120000
29,1,3,140,4,70000
36,0,3,192,7,85000
30,1,2,70,2,33000
43,0,4,140,15,150000
34,1,1,91,3,50000
25,0,3,71,1,32000
37,1,4,31,11,115000
24,0,1,192,1,40000
39,1,3,136,10,105000
31,1,2,71,2,35000
44,0,4,31,13,135000
28,1,1,192,4,65000
32,0,3,140,6,80000
45,1,4,31,14,140000
26,0,1,91,2,45000
38,1,3,136,8,95000
27,0,2,71,1,32000
33,1,1,192,5,70000
42,0,3,31,12,120000
29,1,3,140,4,70000
36,0,3,192,7,85000
30,1,2,70,2,33000
43,0,4,140,15,150000
34,1,1,91,3,50000
25,0,3,71,1,32000
37,1,4,31,11,115000
24,0,1,192,1,40000
39,1,3,136,10,105000
31,1,2,71,2,35000
44,0,4,31,13,135000
28,1,1,192,4,65000
32,0,3,140,6,80000
45,1,4,31,14,140000
26,0,1,91,2,45000
38,1,3,136,8,95000
27,0,2,71,1,32000
33,1,1,192,5,70000
42,0,3,31,12,120000
29,1,3,140,4,70000
36,0,3,192,7,85000
30,1,2,70,2,33000
43,0,4,140,15,150000
34,1,1,91,3,50000
25,0,3,71,1,32000
37,1,4,31,11,115000
24,0,1,192,1,40000
39,1,3,136,10,105000
31,1,2,71,2,35000
44,0,4,31,13,135000
28,1,1,192,4,65000
32,0,3,140,6,80000
45,1,4,31,14,140000
26,0,1,91,2,45000
38,1,3,136,8,95000
27,0,2,71,1,32000
33,1,1,192,5,70000
42,0,3,31,12,120000
29,1,3,140,4,70000
36,0,3,192,7,85000
30,1,2,70,2,33000
43,0,4,140,15,150000
34,1,1,91,3,50000
25,0,3,71,1,32000
37,1,4,31,11,115000
32,1,1,91,2,45000
24,0,2,71,1,32000
45,1,4,140,12,120000
29,0,3,192,4,65000
38,1,1,136,8,95000
27,0,3,31,5,80000
31,0,2,70,3,38000
42,1,3,192,10,110000
26,0,1,91,2,45000
36,1,3,136,7,89000
28,1,2,71,1,32000
33,0,1,192,5,70000
46,1,4,31,15,150000
25,0,1,91,1,40000
37,0,3,140,9,105000
30,1,3,192,4,65000
43,0,4,31,14,140000
34,1,1,91,3,50000
26,0,2,71,2,35000
41,1,3,136,11,115000
29,0,3,192,5,70000
35,1,1,192,6,80000
27,0,2,70,1,30000
40,1,4,31,13,135000
23,0,1,91,1,40000
39,1,3,136,10,105000
31,1,2,71,2,35000
44,0,4,140,12,120000
28,1,3,192,3,55000
32,0,1,91,2,45000
45,1,3,31,14,140000
26,0,1,192,3,55000
38,1,4,140,11,115000
27,0,3,136,4,70000
33,1,2,70,3,38000
42,0,3,31,13,135000
29,1,1,91,2,45000
36,0,3,192,7,85000
30,1,2,71,1,32000
43,0,4,140,15,150000
34,1,1,192,4,65000
25,0,3,71,1,32000
37,1,4,31,12,120000
24,0,1,91,1,40000
39,1,3,136,9,95000
31,1,2,71,2,35000
44,0,4,31,14,140000
28,1,1,192,3,55000
32,0,3,140,6,80000
45,1,4,31,13,135000
26,0,1,91,2,45000
38,1,3,136,8,95000
27,0,2,71,1,32000
33,1,1,192,5,70000
42,0,3,31,12,120000
29,1,3,140,4,70000
36,0,3,192,7,85000
30,1,2,70,2,33000
43,0,4,140,15,150000
34,1,1,91,3,50000
25,0,3,71,1,32000
37,1,4,31,11,115000
24,0,1,192,1,40000
39,1,3,136,10,105000
31,1,2,71,2,35000
44,0,4,31,13,135000
28,1,1,192,4,65000
32,0,3,140,6,80000
45,1,4,31,14,140000
26,0,1,91,2,45000
38,1,3,136,8,95000
27,0,2,71,1,32000
33,1,1,192,5,70000
42,0,3,31,12,120000
29,1,3,140,4,70000
36,0,3,192,7,85000
30,1,2,70,2,33000
43,0,4,140,15,150000
34,1,1,91,3,50000
25,0,3,71,1,32000
37,1,4,31,11,115000
24,0,1,192,1,40000
39,1,3,136,10,105000
31,1,2,71,2,35000
44,0,4,31,13,135000
28,1,1,192,4,65000
32,0,3,140,6,80000
45,1,4,31,14,140000
26,0,1,91,2,45000
38,1,3,136,8,95000
27,0,2,71,1,32000
33,1,1,192,5,70000
42,0,3,31,12,120000
29,1,3,140,4,70000
36,0,3,192,7,85000
30,1,2,70,2,33000
43,0,4,140,15,150000
34,1,1,91,3,50000
25,0,3,71,1,32000
37,1,4,31,11,115000
24,0,1,192,1,40000
39,1,3,136,10,105000
31,1,2,71,2,35000
44,0,4,31,13,135000
28,1,1,192,4,65000
32,0,3,140,6,80000
45,1,4,31,14,140000
26,0,1,91,2,45000
38,1,3,136,8,95000
27,0,2,71,1,32000
33,1,1,192,5,70000
42,0,3,31,12,120000
29,1,3,140,4,70000
36,0,3,192,7,85000
30,1,2,70,2,33000
43,0,4,140,15,150000
34,1,1,91,3,50000
25,0,3,71,1,32000
37,1,4,31,11,115000
28,1,1,177,3,60000
37,0,3,97,9,100000
43,1,4,20,15,150000
31,0,1,50,4,55000
24,1,2,83,1,30000
29,0,3,176,5,70000
35,1,1,103,8,90000
26,0,3,95,2,40000
42,1,4,20,12,130000
34,0,1,52,6,75000
27,1,2,83,2,35000
38,0,3,97,10,110000
30,1,1,177,4,65000
45,1,4,20,18,180000
25,0,1,87,1,35000
40,0,3,52,11,120000
33,1,1,103,6,75000
29,0,2,83,1,30000
44,1,4,20,16,160000
26,1,1,176,3,60000
36,0,3,95,8,85000
31,1,1,103,5,70000
27,0,3,50,3,50000
42,1,4,20,13,140000
34,0,1,52,6,75000
28,1,2,83,2,35000
39,0,3,97,10,110000
31,1,1,177,4,65000
45,1,4,20,18,180000
25,0,1,87,1,35000
40,0,3,52,11,120000
33,1,1,103,6,75000
29,0,2,83,1,30000
44,1,4,20,16,160000
26,1,1,176,3,60000
36,0,3,95,8,85000
31,1,1,103,5,70000
27,0,3,50,3,50000
42,1,4,20,13,140000
34,0,1,52,6,75000
28,1,2,83,2,35000
39,0,3,97,10,110000
31,1,1,177,4,65000
45,1,4,20,18,180000
25,0,1,87,1,35000
40,0,3,52,11,120000
33,1,1,103,6,75000
29,0,2,83,1,30000
44,1,4,20,16,160000
26,1,1,176,3,60000
36,0,3,95,8,85000
31,1,1,103,5,70000
27,0,3,50,3,50000
42,1,4,20,13,140000
34,0,1,52,6,75000
28,1,2,83,2,35000
39,0,3,97,10,110000
31,1,1,177,4,65000
45,1,4,20,18,180000
25,0,1,87,1,35000
40,0,3,52,11,120000
33,1,1,103,6,75000
29,0,2,83,1,30000
44,1,4,20,16,160000
26,1,1,176,3,60000
36,0,3,95,8,85000
31,1,1,103,5,70000
27,0,3,50,3,50000
42,1,4,20,13,140000
34,0,1,52,6,75000
28,1,2,83,2,35000
39,0,3,97,10,110000
31,1,1,177,4,65000
45,1,4,20,18,180000
25,0,1,87,1,35000
40,0,3,52,11,120000
33,1,1,103,6,75000
29,0,2,83,1,30000
44,1,4,20,16,160000
26,1,1,176,3,60000
36,0,3,95,8,85000
31,1,1,103,5,70000
27,0,3,50,3,50000
42,1,4,20,13,140000
34,0,1,52,6,75000
28,1,2,83,2,35000
39,0,3,97,10,110000
31,1,1,177,4,65000
45,1,4,20,18,180000
25,0,1,87,1,35000
40,0,3,52,11,120000
33,1,1,103,6,75000
29,0,2,83,1,30000
44,1,4,20,16,160000
26,1,1,176,3,60000
36,0,3,95,8,85000
31,1,1,103,5,70000
27,0,3,50,3,50000
42,1,4,20,13,140000
34,0,1,52,6,75000
28,1,2,83,2,35000
39,0,3,97,10,110000
31,1,1,177,4,65000
45,1,4,20,18,180000
25,0,1,87,1,35000
40,0,3,52,11,120000
33,1,1,103,6,75000
29,0,2,83,1,30000
44,1,4,20,16,160000
26,1,1,176,3,60000
36,0,3,95,8,85000
31,1,1,103,5,70000
27,0,3,50,3,50000
42,1,4,20,13,140000
34,0,1,52,6,75000
28,1,2,83,2,35000
39,0,3,97,10,110000
31,1,1,177,4,65000
45,1,4,20,18,180000
25,0,1,87,1,35000
40,0,3,52,11,120000
33,1,1,103,6,75000
29,0,2,83,1,30000
44,1,4,20,16,160000
26,1,1,176,3,60000
27,1,1,177,3,60000
38,0,3,97,9,100000
44,1,4,20,15,150000
30,0,1,50,4,55000
23,1,2,83,1,30000
28,0,3,176,5,70000
34,1,1,103,8,90000
25,0,3,95,2,40000
41,1,4,20,12,130000
33,0,1,52,6,75000
26,1,2,83,2,35000
37,0,3,97,10,110000
29,1,1,177,4,65000
46,1,4,20,18,180000
26,0,1,87,1,35000
39,0,3,52,11,120000
32,1,1,103,6,75000
28,0,2,83,1,30000
43,1,4,20,16,160000
27,1,1,176,3,60000
35,0,3,95,8,85000
30,1,1,103,5,70000
26,0,3,50,3,50000
41,1,4,20,13,140000
33,0,1,52,6,75000
27,1,2,83,2,35000
38,0,3,97,10,110000
29,1,1,177,4,65000
46,1,4,20,18,180000
26,0,1,87,1,35000
39,0,3,52,11,120000
32,1,1,103,6,75000
28,0,2,83,1,30000
43,1,4,20,16,160000
27,1,1,176,3,60000
35,0,3,95,8,85000
30,1,1,103,5,70000
26,0,3,50,3,50000
41,1,4,20,13,140000
33,0,1,52,6,75000
27,1,2,83,2,35000
38,0,3,97,10,110000
29,1,1,177,4,65000
46,1,4,20,18,180000
26,0,1,87,1,35000
39,0,3,52,11,120000
32,1,1,103,6,75000
28,0,2,83,1,30000
43,1,4,20,16,160000
27,1,1,176,3,60000
35,0,3,95,8,85000
30,1,1,103,5,70000
26,0,3,50,3,50000
41,1,4,20,13,140000
33,0,1,52,6,75000
27,1,2,83,2,35000
38,0,3,97,10,110000
29,1,1,177,4,65000
46,1,4,20,18,180000
26,0,1,87,1,35000
39,0,3,52,11,120000
32,1,1,103,6,75000
28,0,2,83,1,30000
43,1,4,20,16,160000
27,1,1,176,3,60000
35,0,3,95,8,85000
30,1,1,103,5,70000
26,0,3,50,3,50000
41,1,4,20,13,140000
33,0,1,52,6,75000
27,1,2,83,2,35000
38,0,3,97,10,110000
29,1,1,177,4,65000
46,1,4,20,18,180000
26,0,1,87,1,35000
39,0,3,52,11,120000
32,1,1,103,6,75000
28,0,2,83,1,30000
43,1,4,20,16,160000
27,1,1,176,3,60000
35,0,3,95,8,85000
30,1,1,103,5,70000
26,0,3,50,3,50000
41,1,4,20,13,140000
33,0,1,52,6,75000
27,1,2,83,2,35000
38,0,3,97,10,110000
29,1,1,177,4,65000
46,1,4,20,18,180000
26,0,1,87,1,35000
39,0,3,52,11,120000
32,1,1,103,6,75000
28,0,2,83,1,30000
43,1,4,20,16,160000
27,1,1,176,3,60000
35,0,3,95,8,85000
30,1,1,103,5,70000
26,0,3,50,3,50000
41,1,4,20,13,140000
33,0,1,52,6,75000
27,1,2,83,2,35000
38,0,3,97,10,110000
29,1,1,177,4,65000
46,1,4,20,18,180000
26,0,1,87,1,35000
39,0,3,52,11,120000
32,1,1,103,6,75000
28,0,2,83,1,30000
43,1,4,20,16,160000
27,1,1,176,3,60000
35,0,3,95,8,85000
30,1,1,103,5,70000
26,0,3,50,3,50000
41,1,4,20,13,140000
33,0,1,52,6,75000
27,1,2,83,2,35000
38,0,3,97,10,110000
29,1,1,177,4,65000
46,1,4,20,18,180000
26,0,1,87,1,35000
39,0,3,52,11,120000
32,1,1,103,6,75000
28,0,2,83,1,30000
43,1,4,20,16,160000
27,1,1,176,3,60000
24,1,1,177,2,55000
32,0,3,97,7,90000
45,1,4,20,16,160000
28,0,1,50,4,60000
22,1,2,83,1,25000
29,0,3,176,5,70000
36,1,1,103,8,100000
27,0,1,95,3,45000
42,1,4,20,14,140000
34,0,1,52,6,75000
25,1,2,83,2,30000
39,0,3,97,11,120000
30,1,1,177,4,65000
47,1,4,20,19,190000
25,0,1,87,1,35000
40,0,3,52,12,130000
33,1,1,103,7,85000
29,0,2,83,1,25000
44,1,4,20,15,150000
28,1,1,176,3,60000
36,0,3,95,9,100000
31,1,1,103,6,75000
27,0,3,50,3,50000
42,1,4,20,14,140000
34,0,1,52,6,75000
26,1,2,83,2,30000
39,0,3,97,11,120000
30,1,1,177,4,65000
47,1,4,20,19,190000
25,0,1,87,1,35000
40,0,3,52,12,130000
33,1,1,103,7,85000
29,0,2,83,1,25000
44,1,4,20,15,150000
28,1,1,176,3,60000
36,0,3,95,9,100000
31,1,1,103,6,75000
27,0,3,50,3,50000
42,1,4,20,14,140000
34,0,1,52,6,75000
26,1,2,83,2,30000
39,0,3,97,11,120000
30,1,1,177,4,65000
47,1,4,20,19,190000
25,0,1,87,1,35000
40,0,3,52,12,130000
33,1,1,103,7,85000
29,0,2,83,1,25000
44,1,4,20,15,150000
28,1,1,176,3,60000
36,0,3,95,9,100000
31,1,1,103,6,75000
27,0,3,50,3,50000
42,1,4,20,14,140000
34,0,1,52,6,75000
26,1,2,83,2,30000
39,0,3,97,11,120000
30,1,1,177,4,65000
47,1,4,20,19,190000
25,0,1,87,1,35000
40,0,3,52,12,130000
33,1,1,103,7,85000
29,0,2,83,1,25000
44,1,4,20,15,150000
28,1,1,176,3,60000
36,0,3,95,9,100000
31,1,1,103,6,75000
27,0,3,50,3,50000
42,1,4,20,14,140000
34,0,1,52,6,75000
26,1,2,83,2,30000
39,0,3,97,11,120000
30,1,1,177,4,65000
47,1,4,20,19,190000
25,0,1,87,1,35000
40,0,3,52,12,130000
33,1,1,103,7,85000
29,0,2,83,1,25000
44,1,4,20,15,150000
28,1,1,176,3,60000
36,0,3,95,9,100000
31,1,1,103,6,75000
27,0,3,50,3,50000
42,1,4,20,14,140000
34,0,1,52,6,75000
26,1,2,83,2,30000
39,0,3,97,11,120000
30,1,1,177,4,65000
47,1,4,20,19,190000
25,0,1,87,1,35000
40,0,3,52,12,130000
33,1,1,103,7,85000
29,0,2,83,1,25000
44,1,4,20,15,150000
28,1,1,176,3,60000
36,0,3,95,9,100000
31,1,1,103,6,75000
27,0,3,50,3,50000
42,1,4,20,14,140000
34,0,1,52,6,75000
26,1,2,83,2,30000
39,0,3,97,11,120000
30,1,1,177,4,65000
47,1,4,20,19,190000
25,0,1,87,1,35000
40,0,3,52,12,130000
33,1,1,103,7,85000
29,0,2,83,1,25000
44,1,4,20,15,150000
28,1,1,176,3,60000
36,0,3,95,9,100000
31,1,1,103,6,75000
27,0,3,50,3,50000
42,1,4,20,14,140000
34,0,1,52,6,75000
26,1,2,83,2,30000
39,0,3,97,11,120000
30,1,1,177,4,65000
47,1,4,20,19,190000
25,0,1,87,1,35000
40,0,3,52,12,130000
33,1,1,103,7,85000
29,0,2,83,1,25000
44,1,4,20,15,150000
28,1,1,176,3,60000
31,1,1,177,5,80000
27,0,3,97,3,60000
38,1,4,20,12,130000
29,0,1,50,2,45000
23,1,2,83,1,25000
32,0,3,176,7,90000
44,1,1,103,18,170000
26,0,1,95,2,40000
40,1,4,20,15,150000
33,0,1,52,8,95000
24,1,2,83,1,25000
35,0,3,97,10,110000
29,1,1,177,4,70000
49,1,4,20,22,220000
26,0,1,87,2,35000
41,0,3,52,13,140000
36,1,1,103,9,110000
28,0,2,83,1,25000
43,1,4,20,16,160000
29,1,1,176,5,80000
39,0,3,95,11,120000
32,1,1,103,6,90000
28,0,3,50,2,45000
40,1,4,20,15,150000
33,0,1,52,8,95000
24,1,2,83,1,25000
35,0,3,97,10,110000
29,1,1,177,4,70000
49,1,4,20,22,220000
26,0,1,87,2,35000
41,0,3,52,13,140000
36,1,1,103,9,110000
28,0,2,83,1,25000
43,1,4,20,16,160000
29,1,1,176,5,80000
39,0,3,95,11,120000
32,1,1,103,6,90000
28,0,3,50,2,45000
40,1,4,20,15,150000
33,0,1,52,8,95000
24,1,2,83,1,25000
35,0,3,97,10,110000
29,1,1,177,4,70000
49,1,4,20,22,220000
26,0,1,87,2,35000
41,0,3,52,13,140000
36,1,1,103,9,110000
28,0,2,83,1,25000
43,1,4,20,16,160000
29,1,1,176,5,80000
39,0,3,95,11,120000
32,1,1,103,6,90000
28,0,3,50,2,45000
40,1,4,20,15,150000
33,0,1,52,8,95000
24,1,2,83,1,25000
35,0,3,97,10,110000
29,1,1,177,4,70000
49,1,4,20,22,220000
26,0,1,87,2,35000
41,0,3,52,13,140000
36,1,1,103,9,110000
28,0,2,83,1,25000
43,1,4,20,16,160000
29,1,1,176,5,80000
39,0,3,95,11,120000
32,1,1,103,6,90000
28,0,3,50,2,45000
40,1,4,20,15,150000
33,0,1,52,8,95000
24,1,2,83,1,25000
35,0,3,97,10,110000
29,1,1,177,4,70000
49,1,4,20,22,220000
26,0,1,87,2,35000
41,0,3,52,13,140000
36,1,1,103,9,110000
28,0,2,83,1,25000
43,1,4,20,16,160000
29,1,1,176,5,80000
39,0,3,95,11,120000
32,1,1,103,6,90000
28,0,3,50,2,45000
40,1,4,20,15,150000
33,0,1,52,8,95000
24,1,2,83,1,25000
35,0,3,97,10,110000
29,1,1,177,4,70000
49,1,4,20,22,220000
26,0,1,87,2,35000
41,0,3,52,13,140000
36,1,1,103,9,110000
28,0,2,83,1,25000
43,1,4,20,16,160000
29,1,1,176,5,80000
39,0,3,95,11,120000
32,1,1,103,6,90000
28,0,3,50,2,45000
40,1,4,20,15,150000
33,0,1,52,8,95000
24,1,2,83,1,25000
35,0,3,97,10,110000
29,1,1,177,4,70000
49,1,4,20,22,220000
26,0,1,87,2,35000
41,0,3,52,13,140000
36,1,1,103,9,110000
28,0,2,83,1,25000
43,1,4,20,16,160000
29,1,1,176,5,80000
39,0,3,95,11,120000
32,1,1,103,6,90000
28,0,3,50,2,45000
40,1,4,20,15,150000
33,0,1,52,8,95000
24,1,2,83,1,25000
35,0,3,97,10,110000
29,1,1,177,4,70000
49,1,4,20,22,220000
26,0,1,87,2,35000
41,0,3,52,13,140000
36,1,1,103,9,110000
28,0,2,83,1,25000
43,1,4,20,16,160000
29,1,1,176,5,80000
34,1,1,177,6,85000
31,0,3,97,4,62000
41,1,4,20,13,138000
27,0,1,50,2,47000
25,1,2,83,1,26000
33,0,3,176,8,95000
45,1,1,103,19,174000
28,0,1,95,2,41000
42,1,4,20,16,162000
34,0,1,52,9,99000
23,1,2,83,1,26000
36,0,3,97,11,117000
30,1,1,177,5,75000
50,1,4,20,23,225000
27,0,1,87,2,36000
43,0,3,52,14,146000
37,1,1,103,10,113000
29,0,2,83,1,26000
44,1,4,20,17,168000
30,1,1,176,6,85000
40,0,3,95,12,122000
33,1,1,103,7,96000
29,0,3,50,3,49000
43,1,4,20,16,162000
34,0,1,52,9,99000
23,1,2,83,1,26000
36,0,3,97,11,117000
30,1,1,177,5,75000
50,1,4,20,23,225000
27,0,1,87,2,36000
43,0,3,52,14,146000
37,1,1,103,10,113000
29,0,2,83,1,26000
44,1,4,20,17,168000
30,1,1,176,6,85000
40,0,3,95,12,122000
33,1,1,103,7,96000
29,0,3,50,3,49000
43,1,4,20,16,162000
34,0,1,52,9,99000
23,1,2,83,1,26000
36,0,3,97,11,117000
30,1,1,177,5,75000
50,1,4,20,23,225000
27,0,1,87,2,36000
43,0,3,52,14,146000
37,1,1,103,10,113000
29,0,2,83,1,26000
44,1,4,20,17,168000
30,1,1,176,6,85000
40,0,3,95,12,122000
33,1,1,103,7,96000
29,0,3,50,3,49000
43,1,4,20,16,162000
34,0,1,52,9,99000
23,1,2,83,1,26000
36,0,3,97,11,117000
30,1,1,177,5,75000
50,1,4,20,23,225000
27,0,1,87,2,36000
43,0,3,52,14,146000
37,1,1,103,10,113000
29,0,2,83,1,26000
44,1,4,20,17,168000
30,1,1,176,6,85000
40,0,3,95,12,122000
33,1,1,103,7,96000
29,0,3,50,3,49000
43,1,4,20,16,162000
34,0,1,52,9,99000
23,1,2,83,1,26000
36,0,3,97,11,117000
30,1,1,177,5,75000
50,1,4,20,23,225000
27,0,1,87,2,36000
43,0,3,52,14,146000
37,1,1,103,10,113000
29,0,2,83,1,26000
44,1,4,20,17,168000
30,1,1,176,6,85000
40,0,3,95,12,122000
33,1,1,103,7,96000
29,0,3,50,3,49000
43,1,4,20,16,162000
34,0,1,52,9,99000
23,1,2,83,1,26000
36,0,3,97,11,117000
30,1,1,177,5,75000
50,1,4,20,23,225000
27,0,1,87,2,36000
43,0,3,52,14,146000
37,1,1,103,10,113000
29,0,2,83,1,26000
44,1,4,20,17,168000
30,1,1,176,6,85000
40,0,3,95,12,122000
33,1,1,103,7,96000
29,0,3,50,3,49000
43,1,4,20,16,162000
34,0,1,52,9,99000
23,1,2,83,1,26000
36,0,3,97,11,117000
30,1,1,177,5,75000
50,1,4,20,23,225000
27,0,1,87,2,36000
43,0,3,52,14,146000
37,1,1,103,10,113000
29,0,2,83,1,26000
44,1,4,20,17,168000
30,1,1,176,6,85000
40,0,3,95,12,122000
33,1,1,103,7,96000
29,0,3,50,3,49000
43,1,4,20,16,162000
34,0,1,52,9,99000
23,1,2,83,1,26000
36,0,3,97,11,117000
30,1,1,177,5,75000
50,1,4,20,23,225000
27,0,1,87,2,36000
43,0,3,52,14,146000
37,1,1,103,10,113000
29,0,2,83,1,26000
44,1,4,20,17,168000
30,1,1,176,6,85000
32,0,3,176,8,95000
46,1,4,20,18,180000
28,0,1,95,2,41000
24,1,2,83,1,26000
31,0,3,97,5,68000
39,1,1,103,13,127000
25,0,1,50,2,47000
41,1,4,20,15,155000
35,0,1,52,8,92000
26,1,2,83,1,26000
37,0,3,97,12,125000
29,1,1,177,4,71000
51,1,4,20,24,240000
28,0,1,87,2,36000
44,0,3,52,15,152000
38,1,1,103,11,119000
30,0,2,83,1,26000
45,1,4,20,19,190000
31,1,1,176,6,85000
41,0,3,95,13,131000
34,1,1,103,8,101000
30,0,3,50,3,49000
44,1,4,20,18,182000
35,0,1,52,8,92000
26,1,2,83,1,26000
37,0,3,97,12,125000
29,1,1,177,4,71000
51,1,4,20,24,240000
