age,job,marital,education,balance,housing,loan,duration,campaign,deposit
39,management,single,secondary,120,no,no,66,1,no
30,technician,married,secondary,450,no,yes,72,4,no
40,technician,married,secondary,8379,no,no,52,6,no
32,blue-collar,married,primary,206,yes,no,205,2,no
46,admin.,single,secondary,1544,yes,no,609,1,no
41,technician,married,secondary,2990,yes,no,62,3,no
35,entrepreneur,single,secondary,866,yes,no,147,1,no
40,unemployed,single,secondary,1744,yes,no,465,11,no
58,management,married,secondary,-382,no,no,398,4,no
48,blue-collar,married,primary,214,yes,yes,246,1,no
37,technician,single,tertiary,147,no,no,416,2,no
59,management,divorced,tertiary,81,no,no,140,1,no
33,blue-collar,married,secondary,202,yes,no,377,1,no
36,admin.,married,secondary,1314,yes,no,330,3,no
40,blue-collar,married,secondary,-60,yes,no,250,1,no
53,admin.,single,primary,0,yes,no,176,1,no
32,admin.,divorced,secondary,-331,yes,yes,130,3,no
32,blue-collar,married,primary,1504,yes,no,131,2,no
43,services,divorced,,2363,yes,no,229,1,no
30,services,single,secondary,773,yes,yes,29,1,no
31,admin.,married,secondary,941,yes,no,213,4,no
35,unemployed,single,secondary,2116,yes,no,409,2,no
39,services,married,secondary,-971,yes,yes,104,2,no
57,management,married,tertiary,5,yes,no,96,1,no
33,self-employed,divorced,tertiary,454,no,yes,134,1,no
35,management,married,secondary,53,yes,no,378,1,no
53,management,married,tertiary,2578,no,no,299,4,no
50,entrepreneur,married,secondary,854,no,no,198,1,no
46,unemployed,married,secondary,16397,no,no,641,1,no
35,management,single,tertiary,687,yes,no,166,2,no
56,retired,married,secondary,1894,yes,no,189,1,no
54,admin.,divorced,secondary,0,yes,yes,330,1,no
56,services,married,secondary,1150,no,yes,107,1,no
43,management,married,tertiary,136,no,no,120,2,no
40,technician,married,secondary,7313,yes,no,241,2,no
38,management,married,tertiary,-239,yes,no,221,2,no
43,management,married,tertiary,182,no,no,152,1,no
46,technician,married,secondary,1590,yes,no,59,2,no
29,blue-collar,married,secondary,-565,yes,no,164,3,no
33,technician,single,secondary,930,yes,no,163,5,no
49,technician,married,secondary,1091,no,no,47,2,no
53,blue-collar,divorced,secondary,640,yes,no,321,2,no
54,retired,single,primary,767,no,no,42,2,no
33,technician,married,secondary,480,yes,no,272,1,no
39,management,married,tertiary,1363,no,no,294,3,no
38,admin.,single,,446,yes,no,386,1,no
49,admin.,married,secondary,167,no,yes,51,1,no
33,technician,married,secondary,0,no,no,78,3,no
59,admin.,married,secondary,4196,no,no,10,2,no
35,admin.,married,secondary,725,yes,no,219,7,no
40,technician,married,secondary,1716,yes,no,226,8,no
31,services,single,secondary,-45,no,no,246,2,no
35,technician,married,secondary,410,yes,no,67,2,no
42,blue-collar,married,primary,-97,yes,no,216,4,no
55,self-employed,married,secondary,12159,yes,no,142,2,no
33,blue-collar,married,secondary,395,yes,no,122,1,no
31,technician,single,tertiary,969,no,no,95,1,no
30,technician,single,secondary,86,no,no,45,1,no
30,blue-collar,single,primary,395,no,no,429,1,no
37,blue-collar,married,secondary,0,yes,no,473,1,no
30,technician,single,tertiary,0,no,no,34,2,no
47,admin.,married,secondary,829,yes,yes,339,1,no
41,technician,married,tertiary,-15,yes,no,33,1,no
44,technician,married,secondary,135,yes,no,262,3,no
59,management,married,tertiary,1585,no,no,91,5,no
29,technician,married,secondary,-910,yes,no,260,1,no
51,services,married,primary,8806,yes,no,131,1,no
32,blue-collar,married,secondary,43,yes,no,173,2,no
36,blue-collar,married,secondary,136,yes,no,38,2,no
30,management,married,tertiary,1195,no,no,146,2,no
34,housemaid,married,tertiary,11219,no,no,112,1,no
42,blue-collar,married,primary,2003,yes,no,177,3,no
37,technician,married,secondary,494,yes,no,247,2,no
42,blue-collar,single,secondary,419,no,no,88,3,no
31,services,married,,-82,yes,no,543,31,no
34,admin.,single,tertiary,64,yes,no,76,2,no
32,self-employed,married,tertiary,14522,no,no,221,7,no
46,technician,divorced,secondary,3455,yes,no,566,2,no
32,blue-collar,married,primary,1076,yes,no,67,1,no
37,admin.,single,secondary,-261,no,yes,259,1,no
39,management,married,tertiary,309,no,no,94,14,no
37,management,single,secondary,655,no,yes,258,6,no
32,self-employed,married,tertiary,102,no,no,398,5,no
41,blue-collar,married,secondary,213,yes,no,10,2,no
50,self-employed,married,tertiary,202,yes,no,107,1,no
57,management,married,,0,no,no,585,1,no
37,admin.,single,secondary,22,yes,no,28,2,no
56,entrepreneur,divorced,secondary,179,no,no,47,2,no
37,unemployed,married,secondary,4769,no,no,124,1,no
32,blue-collar,married,primary,-6,yes,no,169,2,no
30,management,single,tertiary,19358,no,no,258,2,no
27,blue-collar,single,secondary,5563,yes,no,435,2,no
36,management,married,tertiary,6641,no,no,105,4,no
34,management,single,tertiary,747,no,no,72,2,no
53,services,married,primary,49,no,no,152,1,no
58,management,married,tertiary,287,yes,no,676,8,no
31,admin.,single,secondary,437,yes,yes,173,14,no
38,services,married,secondary,1313,no,no,33,2,no
32,management,single,tertiary,597,no,yes,869,1,no
31,services,married,secondary,418,yes,yes,219,1,no
59,admin.,divorced,secondary,-41,yes,yes,171,1,no
41,blue-collar,married,primary,449,yes,no,10,6,no
33,technician,married,secondary,3572,yes,no,85,2,no
52,management,married,tertiary,2428,yes,no,294,1,no
36,entrepreneur,married,primary,177,yes,no,63,5,no
37,management,married,secondary,80,no,no,155,3,no
39,services,single,secondary,1048,yes,no,149,1,no
36,management,married,tertiary,3874,no,no,425,6,no
30,management,married,tertiary,5381,no,no,375,1,no
32,management,single,tertiary,17,no,no,72,4,no
47,blue-collar,married,primary,4040,no,no,53,5,no
38,management,single,tertiary,427,yes,no,17,3,no
51,management,married,tertiary,385,no,no,39,2,no
27,services,single,secondary,266,no,yes,232,1,no
58,retired,single,tertiary,1411,yes,no,425,2,no
56,management,married,primary,7747,no,no,103,2,no
40,blue-collar,married,primary,2129,yes,no,1156,3,no
47,entrepreneur,married,secondary,318,no,no,299,2,no
23,blue-collar,single,secondary,105,yes,no,498,2,no
46,blue-collar,married,secondary,2603,yes,yes,50,3,no
57,services,married,primary,443,no,no,167,1,no
40,services,married,secondary,-116,yes,no,176,3,no
30,admin.,married,tertiary,285,no,no,693,2,no
58,retired,married,primary,5092,no,no,199,6,no
36,blue-collar,divorced,secondary,719,yes,no,1052,1,no
37,blue-collar,married,primary,0,yes,no,24,1,no
51,blue-collar,married,primary,2095,yes,yes,438,4,no
30,blue-collar,single,secondary,-390,yes,no,275,1,no
39,technician,married,tertiary,108,no,no,589,3,no
33,blue-collar,married,secondary,1134,yes,no,304,2,no
60,blue-collar,married,primary,228,yes,no,249,11,no
29,self-employed,married,tertiary,1,no,no,167,3,no
31,admin.,married,secondary,0,yes,yes,79,3,no
52,management,married,tertiary,1453,no,no,254,21,no
30,admin.,single,secondary,28,no,no,107,1,no
47,blue-collar,married,secondary,1388,yes,no,119,2,no
46,management,divorced,tertiary,0,no,yes,38,6,no
31,technician,married,tertiary,0,no,no,70,2,no
29,blue-collar,married,secondary,15,no,no,136,1,no
34,services,married,secondary,22,yes,no,344,1,no
44,services,married,secondary,983,no,no,123,1,no
60,blue-collar,married,secondary,2879,yes,no,122,1,no
51,services,married,primary,-553,yes,no,149,8,no
31,housemaid,single,tertiary,596,no,no,30,1,no
33,blue-collar,married,secondary,1402,no,no,63,5,no
53,admin.,divorced,secondary,223,yes,yes,534,1,no
45,admin.,married,secondary,46,yes,no,234,1,no
51,management,married,tertiary,0,yes,yes,410,5,no
30,management,single,tertiary,1636,no,no,301,2,no
58,blue-collar,married,primary,96,no,no,76,3,no
26,blue-collar,single,primary,-295,yes,no,138,1,no
37,services,married,secondary,1,no,no,395,2,no
47,management,married,tertiary,60,no,no,282,7,no
28,management,married,tertiary,84,no,yes,48,21,no
28,blue-collar,married,secondary,4287,no,no,171,1,no
43,management,divorced,tertiary,1,yes,yes,28,8,no
43,services,married,secondary,192,yes,yes,273,2,no
57,management,married,tertiary,1172,yes,no,72,1,no
34,entrepreneur,married,tertiary,105,yes,no,249,2,no
36,admin.,divorced,tertiary,4708,no,no,104,1,no
32,technician,single,secondary,-1,yes,no,37,1,no
46,management,married,,802,yes,no,417,1,no
36,technician,married,secondary,22,no,no,464,1,no
33,management,married,tertiary,3301,yes,no,131,2,no
48,blue-collar,married,primary,2227,no,no,98,12,no
58,entrepreneur,married,secondary,2,no,no,684,1,no
56,housemaid,married,primary,445,no,no,13,6,no
53,management,married,tertiary,241,yes,no,137,1,no
41,blue-collar,married,secondary,429,yes,no,244,1,no
35,admin.,married,secondary,11,yes,no,103,4,no
31,management,married,tertiary,50,no,no,37,5,no
51,admin.,divorced,secondary,2195,yes,no,59,1,no
40,technician,married,secondary,1270,no,no,342,2,no
40,technician,divorced,secondary,2394,no,no,75,4,no
44,services,married,secondary,3536,no,no,106,6,no
37,blue-collar,married,secondary,-4,yes,yes,381,1,no
49,entrepreneur,married,secondary,-1965,no,yes,317,2,no
56,retired,married,secondary,5879,no,no,237,3,no
25,student,single,secondary,469,no,no,524,1,no
29,management,single,tertiary,502,no,no,366,2,no
35,admin.,single,tertiary,777,no,yes,85,1,no
41,entrepreneur,divorced,secondary,1588,yes,yes,10,8,no
38,blue-collar,married,secondary,376,yes,no,1521,1,no
61,housemaid,married,primary,848,no,no,605,1,no
36,technician,married,secondary,-393,no,no,119,4,no
52,blue-collar,married,primary,4660,no,no,82,3,no
31,technician,single,tertiary,176,no,no,241,4,no
33,unemployed,married,tertiary,3335,no,no,92,1,no
49,blue-collar,married,primary,-167,no,no,51,1,no
45,technician,single,tertiary,1591,no,no,392,4,no
71,retired,married,secondary,2064,no,no,379,2,no
34,management,single,tertiary,1310,no,yes,90,3,no
33,admin.,single,secondary,1221,yes,no,245,1,no
28,blue-collar,married,secondary,-26,no,yes,81,1,no
52,technician,married,secondary,337,yes,no,247,1,no
54,blue-collar,married,primary,2440,no,yes,334,1,no
51,blue-collar,married,,0,yes,no,10,4,no
59,retired,married,secondary,25947,no,no,292,2,no
25,admin.,single,tertiary,1734,no,no,366,1,no
35,technician,married,tertiary,4,yes,no,88,1,no
49,blue-collar,married,primary,1032,yes,no,41,5,no
33,technician,married,secondary,8,no,no,462,2,no
30,self-employed,single,tertiary,3137,yes,no,368,7,no
46,services,married,secondary,-522,yes,no,61,2,no
43,services,single,secondary,21,no,no,203,3,no
28,blue-collar,single,secondary,455,yes,no,166,1,no
41,blue-collar,married,primary,4,no,no,74,5,no
60,housemaid,divorced,primary,1412,no,no,127,4,no
49,blue-collar,married,secondary,141,no,no,275,1,no
30,technician,single,tertiary,6619,yes,no,239,8,no
45,unemployed,married,primary,0,yes,no,570,2,no
47,management,single,tertiary,0,no,no,136,2,no
29,blue-collar,single,secondary,202,no,no,128,2,no
59,admin.,married,secondary,2552,no,yes,125,3,no
27,technician,married,tertiary,276,no,no,218,2,no
37,technician,married,secondary,0,no,no,236,1,no
25,technician,divorced,secondary,86,no,yes,483,2,no
39,technician,divorced,secondary,507,no,no,173,4,no
35,blue-collar,married,primary,602,yes,no,467,6,no
77,retired,married,primary,1492,no,no,663,1,no
58,retired,divorced,secondary,0,no,no,436,5,no
38,management,single,tertiary,2117,no,no,81,2,no
50,blue-collar,married,primary,71,yes,no,678,1,no
27,management,single,secondary,843,no,no,123,2,no
46,blue-collar,married,secondary,229,yes,no,191,1,no
51,admin.,married,secondary,176,no,no,214,1,no
58,retired,married,secondary,13,no,no,92,4,no
42,entrepreneur,married,secondary,169,yes,no,87,4,no
27,technician,married,secondary,58,yes,no,82,1,no
34,technician,single,secondary,179,no,no,294,3,no
31,admin.,single,secondary,50,no,no,395,1,no
39,blue-collar,married,secondary,11854,yes,no,15,9,no
42,admin.,single,secondary,1022,yes,no,146,2,no
44,entrepreneur,married,secondary,692,no,no,73,4,no
51,management,divorced,tertiary,1937,yes,no,185,4,no
50,admin.,single,secondary,26,no,yes,179,4,no
32,blue-collar,married,primary,0,yes,yes,82,2,no
45,blue-collar,married,primary,900,yes,no,213,1,no
29,admin.,single,secondary,260,yes,no,453,2,no
53,blue-collar,married,secondary,-634,no,no,695,3,no
29,services,married,secondary,30,yes,no,74,3,no
57,admin.,married,primary,1694,yes,no,378,1,no
41,blue-collar,married,secondary,167,no,no,48,1,no
58,technician,married,secondary,4299,yes,no,348,3,no
52,housemaid,married,primary,135,no,no,172,9,no
44,admin.,married,,40,no,yes,160,2,no
34,blue-collar,married,primary,479,no,no,772,1,no
44,management,married,tertiary,1945,no,no,191,1,no
56,technician,married,tertiary,1062,no,no,37,2,no
36,entrepreneur,married,tertiary,0,no,no,87,3,no
45,management,divorced,tertiary,2406,no,no,248,2,no
57,management,married,tertiary,337,no,no,59,2,no
49,management,married,tertiary,413,no,yes,196,4,no
37,blue-collar,married,secondary,362,yes,no,277,2,no
44,blue-collar,divorced,,284,no,no,167,4,no
40,blue-collar,married,primary,-66,yes,no,288,1,no
28,technician,single,secondary,922,yes,no,304,1,no
39,services,married,secondary,93,yes,no,72,4,no
40,technician,single,tertiary,693,no,no,427,1,no
33,management,single,tertiary,307,no,no,113,6,no
37,management,single,tertiary,427,yes,no,121,1,no
36,services,married,secondary,5024,no,no,139,1,no
39,blue-collar,divorced,,463,yes,no,169,1,no
26,technician,single,tertiary,4130,no,no,104,2,no
48,management,married,tertiary,190,no,no,14,22,no
51,technician,married,secondary,2682,no,no,56,1,no
35,technician,single,tertiary,144,yes,yes,202,4,no
40,blue-collar,married,secondary,1938,yes,no,228,1,no
40,admin.,single,secondary,90,yes,no,252,4,no
37,admin.,married,secondary,10465,no,no,144,6,no
43,blue-collar,married,secondary,917,yes,no,87,2,no
48,management,married,primary,1744,no,no,181,1,no
46,admin.,divorced,secondary,1198,yes,yes,837,1,no
34,services,single,tertiary,371,no,no,77,1,no
52,management,married,tertiary,575,no,no,315,1,no
57,management,married,secondary,123,no,no,154,2,no
36,services,married,secondary,145,yes,no,109,1,no
33,blue-collar,married,secondary,312,yes,no,151,2,no
30,technician,single,secondary,893,no,no,45,3,no
34,management,married,tertiary,105,yes,no,314,3,no
35,management,single,tertiary,0,yes,no,184,1,no
34,blue-collar,single,secondary,186,no,no,342,1,no
32,technician,single,secondary,-114,no,no,155,2,no
30,blue-collar,single,secondary,228,no,no,232,1,no
33,housemaid,married,primary,0,no,no,237,2,no
31,technician,single,tertiary,279,yes,no,198,1,no
33,admin.,single,secondary,241,no,no,490,1,no
48,technician,divorced,tertiary,2328,no,no,129,7,no
38,technician,married,secondary,728,yes,no,286,1,no
53,blue-collar,married,secondary,4380,no,no,223,7,no
36,blue-collar,married,secondary,0,no,no,235,1,no
37,management,married,tertiary,5432,yes,yes,774,1,no
36,blue-collar,married,secondary,222,yes,no,188,1,no
39,blue-collar,married,secondary,3832,yes,no,14,13,no
50,admin.,married,secondary,715,no,no,131,13,no
49,blue-collar,married,primary,6215,yes,no,549,1,no
41,services,married,secondary,2085,yes,no,125,4,no
32,services,married,secondary,1398,yes,yes,233,1,no
30,unemployed,single,tertiary,463,no,no,374,4,no
46,management,married,tertiary,-337,no,yes,120,2,no
25,self-employed,married,tertiary,1182,yes,no,141,2,no
27,services,married,secondary,94,yes,no,352,2,no
28,student,single,secondary,5916,no,no,259,1,no
47,management,divorced,tertiary,4556,yes,no,146,1,no
39,management,divorced,tertiary,373,no,no,148,4,no
28,admin.,married,secondary,170,yes,yes,492,1,no
45,technician,divorced,secondary,146,no,no,216,1,no
30,management,married,tertiary,1384,yes,no,60,2,no
48,blue-collar,married,primary,595,no,no,464,1,no
60,blue-collar,married,primary,4903,no,yes,290,1,no
48,entrepreneur,married,secondary,4037,no,no,23,1,no
38,management,single,tertiary,1746,yes,no,139,1,no
31,management,single,tertiary,18,no,no,82,2,no
52,unemployed,married,primary,1724,no,no,73,1,no
28,blue-collar,single,secondary,1735,yes,no,89,1,no
51,blue-collar,married,,0,no,no,61,7,no
32,technician,married,secondary,367,yes,no,214,2,no
52,entrepreneur,divorced,secondary,105,no,yes,275,4,no
23,blue-collar,single,secondary,537,yes,no,172,1,no
51,management,married,tertiary,0,no,yes,204,6,no
49,services,married,secondary,653,no,no,317,2,no
37,self-employed,married,secondary,487,no,yes,155,15,no
32,management,single,tertiary,1434,no,no,1144,3,no
32,management,married,tertiary,1683,yes,yes,72,2,no
56,services,married,secondary,530,yes,no,51,7,no
49,technician,married,,-287,yes,no,49,1,no
49,management,married,tertiary,271,yes,no,18,6,no
53,management,married,tertiary,1945,no,no,262,7,no
32,admin.,married,secondary,57,no,yes,50,2,no
60,retired,married,secondary,5632,yes,no,380,7,no
40,blue-collar,married,secondary,750,yes,yes,340,1,no
41,services,married,secondary,3992,yes,no,281,2,no
55,blue-collar,married,primary,11,no,no,150,2,no
33,management,single,tertiary,383,yes,no,125,1,no
49,blue-collar,married,secondary,598,yes,no,219,6,no
26,management,single,tertiary,3178,no,no,64,1,no
56,management,divorced,tertiary,505,no,no,108,2,no
27,admin.,single,tertiary,73,no,no,242,1,no
55,unemployed,married,secondary,1436,yes,no,969,2,no
55,technician,divorced,tertiary,264,yes,no,34,2,no
26,management,single,tertiary,1720,no,no,383,1,no
34,technician,married,secondary,-25,no,no,207,1,no
38,housemaid,married,secondary,634,no,no,105,4,no
88,retired,married,primary,648,no,no,318,1,no
38,admin.,married,secondary,0,yes,no,284,8,no
44,technician,divorced,secondary,314,yes,no,18,1,no
43,admin.,married,secondary,2,yes,yes,254,1,no
48,blue-collar,divorced,primary,2677,no,no,23,3,no
35,admin.,single,secondary,855,yes,no,241,3,no
49,services,married,tertiary,411,no,no,9,6,no
33,unemployed,single,tertiary,4874,no,no,363,2,no
77,,married,,397,no,no,207,1,no
56,housemaid,divorced,primary,61,no,no,144,1,no
33,admin.,married,secondary,177,yes,no,100,1,no
44,admin.,single,secondary,985,yes,yes,9,7,no
40,admin.,married,secondary,767,yes,no,168,1,no
55,blue-collar,divorced,secondary,496,no,yes,93,4,no
31,management,married,tertiary,459,no,no,13,14,no
42,services,married,,1340,no,yes,88,5,no
45,entrepreneur,divorced,secondary,1187,no,yes,157,1,no
38,admin.,single,secondary,4023,no,no,339,2,no
32,admin.,single,secondary,184,yes,no,230,4,no
35,management,single,tertiary,688,no,no,504,1,no
70,retired,married,secondary,2064,no,no,334,1,no
41,technician,married,secondary,862,no,no,474,2,no
27,blue-collar,single,secondary,137,no,yes,359,1,no
56,entrepreneur,married,tertiary,51439,no,yes,325,1,no
59,management,divorced,tertiary,893,yes,no,206,4,no
31,management,married,tertiary,607,no,no,200,5,no
59,retired,married,primary,5521,yes,yes,94,1,no
32,management,single,tertiary,1966,no,no,176,3,no
37,technician,single,secondary,363,yes,no,39,4,no
59,retired,divorced,,-49,yes,no,248,2,no
51,technician,married,tertiary,1533,no,no,242,2,no
42,blue-collar,married,primary,250,yes,no,46,16,no
38,admin.,divorced,secondary,407,yes,yes,89,1,no
35,technician,divorced,secondary,3549,yes,no,250,4,no
42,blue-collar,married,primary,0,yes,yes,209,2,no
43,technician,single,tertiary,1017,yes,no,257,2,no
31,management,married,tertiary,2652,no,no,9,9,no
56,blue-collar,married,primary,2442,no,yes,111,7,no
43,management,married,tertiary,0,yes,no,240,3,no
39,management,married,tertiary,0,no,no,94,2,no
52,blue-collar,married,secondary,665,yes,no,57,4,no
32,services,single,secondary,-1139,yes,no,201,1,no
37,self-employed,married,secondary,3396,no,no,69,6,no
35,entrepreneur,married,tertiary,542,yes,yes,591,5,no
39,services,divorced,secondary,1957,yes,yes,47,1,no
44,self-employed,married,secondary,304,yes,no,15,5,no
41,entrepreneur,married,secondary,353,no,no,90,2,no
26,student,single,tertiary,13107,yes,no,112,2,no
50,admin.,married,secondary,1138,yes,yes,73,8,no
33,technician,married,secondary,0,yes,yes,163,2,no
26,services,married,secondary,199,no,no,139,6,no
31,admin.,single,tertiary,383,no,yes,119,1,no
56,admin.,divorced,primary,0,no,yes,542,1,no
40,blue-collar,married,secondary,1844,yes,no,231,1,no
27,technician,single,secondary,42,no,no,251,1,no
41,technician,married,secondary,1788,no,no,222,1,no
78,retired,married,primary,680,no,no,838,1,no
60,housemaid,married,primary,517,no,no,1178,3,no
46,management,married,tertiary,3,no,no,92,4,no
25,blue-collar,single,primary,17,yes,no,97,2,no
30,management,married,tertiary,-328,yes,no,242,5,no
37,self-employed,divorced,tertiary,1513,no,no,510,1,no
45,blue-collar,married,secondary,603,no,no,204,1,no
31,management,single,tertiary,307,no,no,86,2,no
35,technician,married,tertiary,22,no,no,109,1,no
47,management,married,tertiary,0,no,no,265,2,no
55,services,married,secondary,283,yes,no,156,1,no
28,self-employed,single,tertiary,5215,no,no,673,1,no
37,blue-collar,single,secondary,847,no,no,54,1,no
34,student,single,,5827,no,no,97,2,no
45,blue-collar,single,secondary,0,yes,no,283,1,no
35,blue-collar,single,primary,-759,yes,no,142,2,no
32,technician,divorced,tertiary,267,no,no,128,1,no
26,student,single,,2503,no,no,121,1,no
47,blue-collar,married,secondary,3630,yes,no,133,4,no
33,technician,married,secondary,218,yes,yes,169,4,no
42,management,single,tertiary,1146,yes,no,98,2,no
31,unemployed,single,,167,no,no,316,1,no
30,blue-collar,single,secondary,447,no,no,426,2,no
40,management,single,secondary,10378,yes,no,523,3,no
52,management,married,tertiary,-2712,yes,yes,253,1,no
48,admin.,married,secondary,191,yes,no,238,3,no
36,blue-collar,divorced,primary,17,yes,no,329,1,no
36,blue-collar,single,secondary,2235,yes,no,287,2,no
47,blue-collar,married,primary,292,no,yes,210,3,no
31,technician,single,secondary,433,no,no,1504,2,no
60,retired,married,primary,364,yes,no,631,2,no
49,blue-collar,married,secondary,30,yes,no,135,4,no
41,technician,married,secondary,335,no,no,169,3,no
67,management,married,secondary,1287,no,no,511,1,no
35,technician,married,secondary,128,no,yes,456,1,no
34,management,married,tertiary,133,yes,no,65,1,no
49,technician,married,tertiary,-888,no,yes,298,1,no
33,management,divorced,tertiary,280,no,yes,155,1,no
37,blue-collar,divorced,secondary,719,yes,no,118,1,no
29,admin.,single,secondary,1261,no,no,605,1,no
53,housemaid,married,primary,1903,no,no,827,1,no
36,technician,married,tertiary,202,no,no,206,1,no
54,,married,,390,no,no,68,5,no
55,blue-collar,divorced,,103,yes,no,769,3,no
38,blue-collar,married,primary,362,yes,no,100,5,no
50,blue-collar,married,secondary,907,no,yes,68,1,no
50,entrepreneur,married,primary,199,no,no,228,2,no
35,management,married,tertiary,4943,yes,no,295,1,no
35,management,single,tertiary,6659,yes,no,83,1,no
51,retired,single,tertiary,730,yes,no,287,2,no
34,technician,single,secondary,664,yes,yes,88,2,no
28,blue-collar,single,primary,442,no,no,157,2,no
57,management,married,secondary,7162,no,no,83,1,no
38,entrepreneur,married,secondary,61,yes,yes,170,5,no
41,retired,single,primary,2579,no,no,213,1,no
38,blue-collar,single,primary,1583,yes,no,386,1,no
54,technician,single,secondary,224,no,no,134,2,no
52,technician,married,secondary,851,no,no,87,2,no
35,housemaid,married,tertiary,2880,no,no,42,1,no
40,admin.,married,secondary,1597,yes,no,633,1,no
33,technician,divorced,tertiary,0,yes,no,72,1,no
35,management,divorced,tertiary,771,yes,yes,221,5,no
41,management,married,tertiary,30,no,no,171,7,no
33,technician,married,secondary,346,yes,yes,379,1,no
25,admin.,single,secondary,184,no,yes,437,7,no
34,management,married,tertiary,580,yes,no,380,1,no
28,blue-collar,single,,913,yes,no,580,2,no
41,admin.,divorced,secondary,1967,yes,no,115,1,no
29,student,single,,2929,no,no,91,1,no
38,technician,single,secondary,103,yes,no,159,1,no
39,blue-collar,married,secondary,661,yes,no,84,4,no
58,retired,married,secondary,19,no,yes,106,3,no
36,self-employed,single,tertiary,258,no,no,230,1,no
46,management,divorced,secondary,361,yes,no,86,7,no
36,management,married,secondary,1898,yes,yes,233,1,no
59,management,divorced,tertiary,0,no,no,196,3,no
36,technician,married,secondary,3579,no,no,308,2,no
34,housemaid,married,tertiary,1265,yes,no,397,3,no
29,technician,single,tertiary,940,yes,no,757,1,no
39,blue-collar,married,secondary,854,yes,yes,181,1,no
32,self-employed,married,tertiary,1464,no,no,133,2,no
29,services,married,secondary,3748,no,no,322,3,no
53,technician,married,primary,6839,yes,no,77,1,no
29,blue-collar,married,primary,-235,yes,no,189,1,no
44,management,single,tertiary,12,yes,no,126,2,no
28,student,single,tertiary,61,yes,no,401,8,no
37,technician,married,tertiary,0,no,no,76,1,no
45,management,divorced,tertiary,6269,yes,no,20,2,no
39,blue-collar,married,secondary,142,no,yes,424,4,no
34,services,married,secondary,24,yes,no,124,1,no
32,blue-collar,married,,1267,yes,no,66,2,no
40,services,married,secondary,2346,no,no,182,3,no
30,technician,single,secondary,133,yes,no,113,2,no
55,management,married,tertiary,16786,no,no,90,1,no
50,management,married,tertiary,400,no,no,343,2,no
45,admin.,married,,2033,no,no,48,4,no
54,management,married,tertiary,1938,yes,no,81,7,no
37,admin.,married,secondary,0,no,no,89,1,no
40,entrepreneur,married,tertiary,-164,no,no,87,1,no
39,management,married,tertiary,1241,yes,no,138,2,no
59,entrepreneur,married,primary,0,no,no,239,1,no
40,technician,married,secondary,214,no,no,59,6,no
48,management,single,tertiary,399,no,yes,126,1,no
73,retired,married,primary,1388,no,no,146,3,no
28,self-employed,single,tertiary,805,no,no,116,5,no
50,services,single,secondary,1716,yes,no,272,1,no
35,unemployed,married,secondary,2228,no,no,461,2,no
45,services,single,secondary,1515,no,no,14,4,no
51,self-employed,married,secondary,44,yes,yes,79,1,no
47,admin.,single,primary,683,no,no,101,1,no
54,blue-collar,divorced,,-473,yes,no,239,1,no
54,services,married,secondary,4482,yes,no,97,2,no
35,blue-collar,married,secondary,911,yes,no,434,2,no
74,retired,married,secondary,3771,no,no,159,1,no
32,technician,married,secondary,1119,no,no,371,2,no
56,management,married,tertiary,-6,no,no,29,16,no
57,retired,divorced,secondary,-663,yes,no,210,1,no
33,blue-collar,married,secondary,686,yes,yes,30,6,no
44,blue-collar,married,primary,112,yes,no,225,2,no
30,admin.,divorced,secondary,83,yes,yes,310,1,no
48,blue-collar,married,primary,418,yes,no,102,3,no
38,management,married,secondary,3840,yes,yes,62,1,no
26,management,single,tertiary,7628,no,no,263,1,no
24,blue-collar,single,secondary,-10,yes,no,106,1,no
28,management,married,secondary,3,yes,no,112,2,no
55,management,married,tertiary,1433,no,no,298,3,no
40,technician,married,secondary,0,yes,yes,105,2,no
39,management,married,tertiary,756,yes,no,268,1,no
43,services,divorced,secondary,313,yes,no,155,2,no
32,blue-collar,married,secondary,4996,yes,no,205,2,no
35,blue-collar,married,secondary,74,no,no,248,2,no
53,technician,married,tertiary,431,yes,no,55,1,no
44,unemployed,divorced,secondary,522,no,no,411,1,no
42,housemaid,married,primary,0,no,yes,83,2,no
59,retired,married,tertiary,1296,no,no,862,11,no
32,blue-collar,single,secondary,435,yes,no,373,2,no
47,blue-collar,married,secondary,2128,yes,no,98,1,no
30,management,single,secondary,-383,yes,no,170,1,no
38,technician,single,secondary,1019,yes,no,249,1,no
40,blue-collar,single,primary,1780,no,yes,114,1,no
34,management,single,tertiary,431,no,no,401,1,no
33,technician,single,tertiary,8097,no,yes,500,2,no
27,unemployed,single,secondary,0,yes,no,53,6,no
39,blue-collar,married,secondary,138,no,no,61,2,no
38,blue-collar,married,secondary,292,yes,yes,84,2,no
55,services,married,tertiary,606,no,yes,114,2,no
59,blue-collar,married,secondary,0,yes,no,226,1,no
37,management,married,tertiary,26,no,no,151,7,no
38,services,single,secondary,322,yes,no,61,1,no
20,admin.,single,secondary,336,no,yes,133,1,no
51,entrepreneur,married,tertiary,36935,yes,no,41,1,no
48,admin.,married,,0,yes,no,85,1,no
36,management,married,tertiary,928,yes,no,239,1,no
30,management,single,tertiary,2,no,no,19,21,no
45,management,married,tertiary,2220,yes,no,128,2,no
31,blue-collar,divorced,secondary,1125,no,yes,548,1,no
