Client,Age,Job,Marital ,Education,Balance,Housing,Loan,Duration,Campaign,deposit
9021,33,6,1,2,1529,1,2,41,1,0
9022,57,7,3,2,28,1,2,163,1,0
9023,32,6,2,3,1743,1,2,1156,1,0
9024,52,5,3,1,924,0,2,93,4,0
9025,30,8,2,2,457,0,2,90,2,0
9026,40,8,3,2,0,1,2,561,1,0
9027,50,8,3,2,736,1,2,74,1,0
9028,32,10,3,3,0,0,2,183,2,0
9029,36,8,2,2,787,0,2,92,1,0
9030,60,8,3,2,-396,1,2,443,1,0
9031,48,6,3,2,1573,0,2,165,1,0
9032,72,3,3,1,0,0,2,215,2,0
9033,46,5,3,2,524,1,2,15,7,0
9034,45,5,3,1,1558,1,2,179,1,0
9035,50,8,3,2,159,1,2,216,2,0
9036,29,10,3,3,53,1,2,27,17,0
9037,40,10,2,2,838,1,2,619,3,0
9038,49,7,3,2,3144,0,2,349,2,0
9039,42,6,3,2,737,1,2,762,2,0
9040,43,7,3,2,4056,0,2,13,6,0
9041,36,8,3,2,162,1,1,340,2,0
9042,37,7,3,1,0,1,2,76,4,0
9043,59,3,1,1,217,1,2,574,3,0
9044,75,3,3,1,3324,0,2,149,1,0
9045,53,10,3,2,2895,1,2,74,1,0
9046,53,10,3,3,0,1,2,85,3,0
9047,57,3,3,3,11254,0,2,229,2,0
9048,30,7,3,2,-280,1,2,609,2,0
9049,44,6,3,2,808,1,2,67,2,0
9050,51,5,3,1,0,0,2,166,2,0
9051,30,5,3,2,246,1,2,166,2,0
9052,42,5,3,2,-972,1,2,146,1,0
9053,48,5,3,2,750,0,2,85,2,0
9054,40,2,3,3,2430,0,2,87,2,0
9055,36,7,3,2,-179,1,2,144,1,0
9056,40,8,3,2,1412,0,2,48,3,0
9057,47,4,3,2,-1531,1,2,156,8,0
9058,39,10,3,3,51,0,2,140,2,0
9059,41,6,3,2,88,1,2,105,1,0
9060,42,4,3,1,-209,0,1,90,2,0
9061,50,4,2,2,799,0,2,63,1,0
9062,58,3,3,3,4048,0,1,270,5,0
9063,70,3,3,2,1310,0,2,634,1,0
9064,29,10,2,3,573,1,1,190,4,0
9065,56,10,3,3,6798,1,2,250,1,0
9066,32,9,3,3,1214,0,2,104,2,0
9067,39,7,2,2,75,0,2,26,1,0
9068,33,10,1,3,387,0,2,17,5,0
9069,47,7,3,2,2246,1,2,330,1,0
9070,39,5,1,1,3,0,1,625,1,0
9071,34,7,3,2,883,0,2,163,3,0
9072,36,5,3,1,1503,0,2,138,1,0
9073,40,5,3,1,-322,1,1,144,1,0
9074,34,7,3,1,1301,0,2,56,1,0
9075,54,5,3,1,950,1,2,285,2,0
9076,36,10,3,3,2326,1,2,7,5,0
9077,34,5,3,1,-78,1,2,198,1,0
9078,50,8,1,2,2405,1,2,114,1,0
9079,48,7,1,3,113,0,1,38,1,0
9080,35,6,3,3,4564,0,2,45,6,0
9081,33,6,3,2,387,1,2,327,2,0
9082,42,7,3,2,1865,1,2,164,1,0
9083,31,7,2,2,4105,0,2,264,1,0
9084,54,5,3,1,258,0,2,86,1,0
9085,55,10,3,1,19,1,2,56,3,0
9086,30,10,2,3,3773,1,2,75,4,0
9087,30,6,3,2,1808,1,2,83,2,0
9088,59,10,1,3,1304,0,2,220,1,0
9089,50,8,2,2,3702,0,2,109,5,0
9090,59,3,3,2,163,0,2,464,1,0
9091,27,6,2,2,-151,0,2,283,2,0
9092,25,10,2,3,1602,1,2,154,1,0
9093,37,8,3,2,1314,1,2,74,1,0
9094,36,7,3,2,84,1,2,67,1,0
9095,56,3,3,1,1906,0,1,45,9,0
9096,52,10,3,3,291,0,2,150,3,0
9097,36,6,1,2,223,1,1,80,1,0
9098,30,7,3,2,207,1,2,72,2,0
9099,31,10,2,3,518,1,2,399,1,0
9100,55,3,3,2,241,1,2,14,6,0
9101,28,8,2,2,-126,0,1,360,4,0
9102,44,10,2,2,421,0,1,307,1,0
9103,28,5,2,2,38,1,2,31,1,0
9104,25,7,2,3,800,1,2,151,4,0
9105,39,8,1,2,32,0,1,8,10,0
9106,32,10,3,2,1477,1,2,111,1,0
9107,42,5,3,2,160,1,1,190,1,0
9108,31,5,2,2,4415,1,2,329,1,0
9109,38,7,1,2,-397,1,1,91,9,0
9110,30,8,3,2,590,0,2,443,3,0
9111,50,7,3,2,778,0,2,16,1,0
9112,50,10,3,3,19,0,1,205,1,0
9113,47,2,3,2,0,0,2,81,2,0
9114,29,5,3,2,-28,1,2,393,1,0
9115,34,11,3,2,3119,1,2,250,4,0
9116,54,10,3,3,122,1,2,126,3,0
9117,43,8,3,2,0,0,2,804,12,0
9118,47,5,3,1,4157,0,2,90,3,0
9119,55,3,3,2,102,1,2,74,1,0
9120,35,6,3,2,437,1,2,240,1,0
9121,32,5,3,2,1,1,2,77,3,0
9122,49,5,3,1,-354,0,1,455,1,0
9123,39,10,2,3,1234,0,2,64,4,0
9124,32,7,3,2,901,1,2,102,3,0
9125,49,5,3,1,247,0,1,283,1,0
9126,32,5,2,1,180,1,2,804,1,0
9127,47,10,3,3,274,0,1,313,2,0
9128,42,5,2,1,92,0,2,86,2,0
9129,52,8,3,1,813,0,1,113,2,0
9130,31,7,2,2,1170,1,2,120,2,0
9131,52,5,1,1,-183,1,2,145,1,0
9132,38,10,3,3,0,0,2,77,18,0
9133,53,5,3,2,136,1,2,99,1,0
9134,40,7,3,3,103,1,2,135,2,0
9135,31,8,3,2,23,0,2,322,7,0
9136,53,7,3,2,2242,0,2,154,14,0
9137,46,5,3,2,137,0,2,252,3,0
9138,49,8,3,2,1047,0,2,133,4,0
9139,34,7,2,2,5731,1,2,101,3,0
9140,63,11,3,3,2707,0,2,57,4,0
9141,41,7,3,2,-329,0,2,13,8,0
9142,55,5,3,1,158,1,2,176,18,0
9143,29,11,2,3,219,1,2,76,2,0
9144,47,5,3,2,2775,0,2,262,1,0
9145,37,5,3,1,461,1,2,272,2,0
9146,38,7,2,2,145,1,2,109,2,0
9147,29,7,2,2,309,1,2,214,1,0
9148,41,10,3,1,733,1,2,69,1,0
9149,53,7,3,2,8417,1,2,435,1,0
9150,40,3,2,2,1400,0,2,20,7,0
9151,56,6,1,2,72,1,1,263,1,0
9152,34,10,2,3,0,1,2,759,1,0
9153,28,10,2,3,9710,0,2,786,2,0
9154,41,9,3,2,1377,1,2,111,4,0
9155,32,2,3,2,881,0,2,79,5,0
9156,51,5,3,2,0,1,2,173,2,0
9157,33,5,3,2,285,0,1,267,1,0
9158,34,5,2,2,550,1,2,90,3,0
9159,26,2,3,2,285,1,2,265,2,0
9160,31,7,3,2,-360,1,2,93,2,0
9161,39,11,3,2,0,0,2,108,7,0
9162,50,10,3,3,72,0,2,171,13,0
9163,33,6,3,2,930,0,1,149,2,0
9164,44,7,3,3,717,0,2,150,2,0
9165,38,5,3,2,67,0,2,74,1,0
9166,33,5,3,2,6227,1,2,76,2,0
9167,32,5,2,2,5252,1,2,1162,2,0
9168,33,10,2,3,561,0,2,104,1,0
9169,55,7,3,2,1393,1,1,55,5,0
9170,27,5,3,2,-330,1,1,88,1,0
9171,39,10,1,3,3261,1,2,150,17,0
9172,21,6,2,2,361,0,2,329,1,0
9173,57,5,3,2,807,1,2,211,2,0
9174,29,9,3,3,2305,0,2,82,2,0
9175,45,8,2,2,-11,1,2,247,1,0
9176,46,10,2,3,2223,0,2,67,3,0
9177,47,8,3,2,29,0,1,150,8,0
9178,44,5,2,1,1308,0,1,161,1,0
9179,43,9,2,1,1337,1,1,632,2,0
9180,44,10,3,3,17361,0,2,476,1,0
9181,52,3,3,1,6,0,2,82,2,0
9182,33,7,1,2,370,1,2,145,4,0
9183,27,7,3,3,8,1,1,398,1,0
9184,43,10,1,3,666,0,2,160,3,0
9185,29,8,3,2,0,1,2,121,1,0
9186,43,10,3,3,1336,1,1,82,2,0
9187,34,5,3,3,17672,0,2,548,1,0
9188,30,10,2,3,35,0,2,185,4,0
9189,56,10,3,3,705,0,2,164,2,0
9190,46,8,1,2,2087,0,2,111,1,0
9191,42,7,3,2,4466,0,2,158,2,0
9192,51,5,3,1,844,1,2,184,3,0
9193,30,5,3,2,321,1,2,738,2,0
9194,41,10,3,3,2781,1,2,95,2,0
9195,57,3,3,3,34,0,1,139,1,0
9196,36,5,3,2,29,1,1,345,1,0
9197,47,5,2,2,2443,0,2,422,1,0
9198,37,8,1,2,3975,1,2,163,2,0
9199,33,7,3,2,256,1,2,76,1,0
9200,49,10,1,3,696,1,2,310,3,0
9201,34,10,3,3,63,0,2,83,1,0
9202,54,5,3,1,316,1,2,240,1,0
9203,39,5,3,1,-119,0,2,135,6,0
9204,58,3,2,1,6570,0,2,106,3,0
9205,36,5,3,2,418,1,1,132,2,0
9206,46,10,3,3,0,1,2,247,2,0
9207,31,8,3,2,8784,1,2,63,2,0
9208,31,7,2,2,1970,0,2,284,3,0
9209,50,5,1,2,204,1,1,421,1,0
9210,40,10,3,2,643,1,2,74,2,0
9211,47,5,3,1,304,1,2,185,1,0
9212,26,10,2,3,1177,0,2,116,1,0
9213,29,7,2,2,544,1,2,360,1,0
9214,38,10,3,3,-498,0,2,85,6,0
9215,57,6,3,2,0,1,2,16,9,0
9216,47,5,3,1,209,0,2,77,6,0
9217,56,5,3,2,665,1,2,109,2,0
9218,37,11,3,3,310,0,2,76,1,0
9219,66,10,3,2,2149,1,2,151,6,0
9220,49,2,3,2,13818,0,2,201,1,0
9221,31,10,3,3,526,0,2,130,13,0
9222,30,10,2,3,-218,1,2,13,15,0
9223,42,5,1,1,419,1,1,96,4,0
9224,55,7,3,2,517,1,1,47,3,0
9225,33,8,2,2,61,0,2,286,4,0
9226,33,10,3,3,0,1,1,83,2,0
9227,43,5,3,2,514,1,1,34,2,0
9228,32,2,3,2,365,1,2,210,3,0
9229,42,5,3,1,480,1,2,288,12,0
9230,53,11,2,2,717,0,2,594,2,0
9231,42,10,3,3,24780,0,2,184,2,0
9232,37,8,3,2,1396,1,2,199,2,0
9233,31,6,3,2,414,1,2,215,1,0
9234,57,8,1,2,3100,0,1,165,2,0
9235,33,8,3,2,0,0,1,214,5,0
9236,57,10,3,3,1218,1,2,317,6,0
9237,30,7,1,2,789,1,2,356,1,0
9238,31,10,3,3,859,1,1,182,3,0
9239,33,7,3,2,0,0,2,296,8,0
9240,33,5,3,1,3868,1,2,445,1,0
9241,53,10,3,3,232,1,2,32,1,0
9242,38,5,1,2,1686,1,2,9,28,0
9243,60,5,3,1,29184,0,2,94,2,0
9244,36,7,2,2,144,0,2,87,1,0
9245,27,6,2,2,194,1,2,326,1,0
9246,32,11,2,3,7641,1,1,39,10,0
9247,45,5,3,1,351,1,2,66,1,0
9248,28,10,2,3,150,1,2,491,1,0
9249,57,3,3,1,1532,0,2,286,3,0
9250,37,9,3,2,1549,1,2,161,7,0
9251,47,10,3,3,1057,0,2,488,2,0
9252,35,10,3,2,839,1,2,50,3,0
9253,32,5,1,2,880,1,1,112,1,0
9254,41,8,2,2,4464,1,2,1425,2,0
9255,35,7,3,3,6,1,2,47,1,0
9256,26,7,2,2,0,0,1,65,26,0
9257,47,7,1,3,694,1,2,1001,4,0
9258,36,5,3,2,153,1,2,263,1,0
9259,46,10,3,3,110,1,1,243,5,0
9260,30,10,2,3,640,0,2,124,4,0
9261,44,5,3,2,3060,1,2,113,1,0
9262,47,7,1,2,2836,0,1,10,2,0
9263,49,5,3,2,1127,1,1,162,2,0
9264,55,7,3,3,11,0,2,588,2,0
9265,56,5,3,2,982,1,1,135,2,0
9266,28,6,3,2,222,1,2,101,23,0
9267,34,8,1,2,627,1,2,283,2,0
9268,55,10,3,3,5010,0,2,530,1,0
9269,27,1,2,2,468,0,2,270,2,0
9270,38,10,1,3,155,1,2,25,26,0
9271,43,6,3,2,2478,1,2,347,1,0
9272,55,10,1,3,668,0,2,25,6,0
9273,30,5,3,1,35,1,2,366,2,0
9274,48,5,3,1,3304,0,2,409,3,0
9275,30,5,3,2,0,1,2,30,1,0
9276,58,4,3,1,237,0,2,200,3,0
9277,39,10,2,2,0,0,2,28,1,0
9278,35,7,2,2,-54,1,2,70,2,0
9279,41,5,3,2,0,0,2,85,2,0
9280,32,7,3,3,240,1,1,86,3,0
9281,48,7,3,2,759,1,2,84,5,0
9282,76,3,3,2,992,0,2,139,2,0
9283,43,10,3,3,1379,1,2,383,3,0
9284,46,10,3,3,8564,0,2,397,2,0
9285,59,3,3,2,0,0,2,213,4,0
9286,29,10,2,3,119,1,2,136,2,0
9287,31,7,3,2,450,0,1,111,2,0
9288,36,8,3,2,746,1,2,581,3,0
9289,46,9,2,1,2032,0,2,424,2,0
9290,37,10,3,3,636,0,1,338,2,0
9291,48,7,3,2,-938,1,2,134,1,0
9292,31,10,2,3,2007,1,2,253,1,0
9293,39,5,1,2,33,0,2,593,4,0
9294,39,10,2,2,2887,1,2,42,2,0
9295,39,4,3,2,1444,0,2,100,1,0
9296,55,10,3,3,42,1,2,386,2,0
9297,54,3,3,2,522,0,1,81,3,0
9298,32,4,3,2,0,0,2,435,2,0
9299,37,5,3,2,3884,1,2,28,5,0
9300,36,6,3,2,472,1,2,1017,1,0
9301,60,3,3,2,2060,0,2,454,1,0
9302,25,6,2,2,628,0,2,266,1,0
9303,50,10,3,3,398,0,2,1567,5,0
9304,59,3,3,2,417,1,2,476,2,0
9305,58,2,3,2,610,1,2,246,2,0
9306,49,7,2,3,2585,0,2,64,1,0
9307,47,7,3,2,321,1,1,111,1,0
9308,38,6,3,1,0,1,2,960,2,0
9309,32,10,2,3,4,0,2,181,1,0
9310,40,5,2,2,29,0,2,118,2,0
9311,50,7,3,2,892,1,1,234,1,0
9312,35,10,2,3,0,0,1,370,4,0
9313,47,8,3,2,1387,1,2,158,1,0
9314,27,8,2,2,454,0,1,331,2,0
9315,48,4,2,2,71,0,2,97,3,0
9316,40,5,3,1,-35,1,2,194,3,0
9317,35,9,3,2,2251,0,2,151,8,0
9318,39,4,3,1,2460,0,2,194,3,0
9319,34,5,3,2,34,0,2,379,1,0
9320,36,8,2,2,1281,0,2,119,2,0
9321,56,5,1,1,3021,0,2,419,2,0
9322,30,7,3,3,141,0,2,166,2,0
9323,51,5,3,2,500,0,2,471,1,0
9324,41,5,3,2,1459,0,2,82,1,0
9325,35,8,3,2,-244,1,1,118,1,0
9326,53,10,3,3,1356,1,2,371,2,0
9327,25,5,2,1,-289,1,2,56,2,0
9328,34,10,2,3,1396,1,2,630,1,0
9329,29,6,2,2,9,0,1,202,2,0
9330,33,6,3,2,70,1,2,333,3,0
9331,43,8,3,2,877,1,2,135,1,0
9332,47,5,3,1,113,1,2,276,1,0
9333,35,8,2,2,368,1,2,218,3,0
9334,49,11,3,2,89,1,2,351,1,0
9335,41,6,3,1,450,1,2,374,2,0
9336,49,6,3,2,463,1,2,541,2,0
9337,44,5,3,2,1397,0,2,326,1,0
9338,32,6,2,2,310,1,2,144,1,0
9339,27,9,2,3,270,1,2,470,2,0
9340,53,7,3,2,65,0,2,99,1,0
9341,55,8,3,2,865,1,2,105,1,0
9342,60,3,3,2,7,0,1,87,5,0
9343,27,10,2,2,145,1,2,121,4,0
9344,58,9,3,3,327,0,1,145,2,0
9345,42,5,3,2,429,1,2,110,1,0
9346,31,6,3,2,1167,1,1,279,1,0
9347,30,10,2,3,2995,1,2,329,1,0
9348,32,10,2,3,974,1,2,228,1,0
9349,56,9,3,2,784,0,1,149,2,0
9350,57,3,1,2,316,0,2,935,2,0
9351,57,10,3,3,0,1,2,67,1,0
9352,39,7,3,2,211,0,2,53,2,0
9353,37,5,3,2,342,1,2,340,2,0
9354,32,10,3,3,628,0,2,280,1,0
9355,41,5,3,2,0,1,2,625,2,0
9356,49,2,3,2,769,1,2,257,1,0
9357,36,5,1,2,2278,1,2,152,2,0
9358,58,3,3,1,1351,1,2,392,3,0
9359,58,7,3,2,49,1,2,75,2,0
9360,33,6,3,2,1082,1,1,351,1,0
9361,31,10,2,3,5691,1,2,357,1,0
9362,46,5,1,1,916,1,2,472,2,0
9363,42,2,1,2,325,1,2,97,4,0
9364,46,8,3,2,0,1,1,239,2,0
9365,47,10,3,3,2475,1,2,1476,4,0
9366,42,9,3,1,3717,0,2,235,1,0
9367,53,11,3,2,288,0,2,69,1,0
9368,31,8,3,2,1130,1,2,236,5,0
9369,39,5,3,1,2715,1,2,201,3,0
9370,57,5,3,1,23,1,2,25,8,0
9371,29,5,2,2,0,0,2,437,2,0
9372,32,5,2,2,-84,1,2,426,1,0
9373,38,9,3,2,290,1,2,369,1,0
9374,34,9,2,3,36,0,2,55,1,0
9375,35,8,3,2,-488,1,2,97,4,0
9376,55,5,3,2,-473,1,2,233,1,0
9377,42,10,3,3,1272,1,2,117,1,0
9378,32,10,3,2,0,0,2,162,4,0
9379,50,10,1,1,-6,1,2,92,2,0
9380,56,8,3,2,510,1,2,288,1,0
9381,36,7,2,2,818,1,1,96,4,0
9382,49,10,3,2,543,1,2,213,3,0
9383,48,10,3,3,7867,1,1,306,3,0
9384,32,7,2,3,1212,1,2,463,2,0
9385,35,10,3,2,533,0,2,221,12,0
9386,48,10,3,3,291,1,2,350,2,0
9387,40,6,2,2,573,1,2,329,1,0
9388,55,3,3,2,1279,1,2,446,3,0
9389,50,5,3,1,280,1,2,61,23,0
9390,55,7,3,2,574,1,2,243,2,0
9391,26,5,2,2,658,0,1,34,4,0
9392,34,7,3,2,2019,1,1,102,1,0
9393,45,10,3,3,22815,0,2,653,8,0
9394,44,11,3,2,887,1,2,519,1,0
9395,34,10,3,3,303,1,2,50,1,0
9396,39,6,2,2,326,1,2,115,1,0
9397,31,10,2,2,453,1,2,384,2,0
9398,27,10,2,3,0,0,1,46,1,0
9399,41,10,3,3,4063,1,2,14,5,0
9400,45,7,3,2,2403,0,2,207,1,0
9401,28,6,2,2,123,1,2,115,1,0
9402,39,2,3,2,270,1,2,116,1,0
9403,31,7,2,3,424,0,2,106,1,0
9404,31,10,3,3,1230,1,2,290,4,0
9405,31,8,2,2,387,1,2,228,2,0
9406,35,7,2,1,744,1,2,1096,1,0
9407,32,7,2,3,696,0,1,101,4,0
9408,49,10,3,3,4594,0,2,157,3,0
9409,42,11,3,2,1002,0,2,109,3,0
9410,31,10,2,3,-173,1,2,396,2,0
9411,35,6,2,2,1239,1,2,60,2,0
9412,31,7,2,2,354,0,1,186,2,0
9413,45,8,2,2,375,0,1,10,1,0
9414,24,5,2,2,3,1,2,311,1,0
9415,49,9,1,2,6116,1,2,43,1,0
9416,36,9,3,3,4515,1,2,408,2,0
9417,28,5,2,3,727,1,2,144,4,0
9418,54,3,3,2,3846,1,1,216,2,0
9419,27,5,2,1,1128,1,2,88,4,0
9420,34,10,1,3,1173,0,1,93,1,0
9421,40,10,2,3,27,0,2,165,6,0
9422,32,8,2,3,328,1,1,271,1,0
9423,41,8,3,2,0,1,2,595,2,0
9424,38,6,2,1,-87,1,2,531,1,0
9425,35,8,2,2,2830,0,2,22,12,0
9426,31,7,3,2,4,0,2,199,4,0
9427,47,11,3,2,0,0,2,563,2,0
9428,41,8,3,2,80,0,2,202,1,0
9429,29,8,2,2,2768,1,2,121,4,0
9430,33,10,3,3,5,1,2,12,1,0
9431,89,3,3,3,553,0,2,2027,5,0
9432,54,5,3,2,-102,1,2,164,7,0
9433,72,3,3,1,2079,0,2,100,1,0
9434,29,5,3,2,1,1,2,215,1,0
9435,41,5,3,2,598,1,2,69,3,0
9436,39,4,3,1,34,1,2,377,3,0
9437,41,6,1,2,-19,1,2,201,1,0
9438,31,5,3,1,292,1,1,30,18,0
9439,32,6,3,2,144,1,2,260,11,0
9440,52,8,3,2,1113,0,1,83,1,0
9441,41,11,3,3,121,1,2,456,1,0
9442,45,10,3,3,904,1,1,14,9,0
9443,29,8,2,2,-498,1,2,99,3,0
9444,32,8,3,3,0,1,2,138,1,0
9445,35,5,3,2,67,0,2,60,6,0
9446,54,7,3,2,3967,0,1,90,3,0
9447,41,9,3,2,305,1,2,174,2,0
9448,42,5,3,1,260,1,2,175,2,0
9449,59,10,1,3,258,1,2,33,1,0
9450,58,3,3,1,0,0,2,506,1,0
9451,32,6,2,2,72,0,2,88,9,0
9452,56,7,2,1,145,1,2,124,2,0
9453,50,10,1,3,2564,1,2,124,4,0
9454,45,6,3,1,7811,0,2,143,2,0
9455,59,3,3,2,5744,0,2,632,1,0
9456,47,5,3,1,673,1,1,118,4,0
9457,54,10,2,2,602,0,2,101,2,0
9458,40,6,3,2,9374,1,2,7,8,0
9459,37,10,3,3,5016,0,2,119,1,0
9460,29,5,3,2,508,1,1,262,5,0
9461,36,5,3,1,156,1,2,219,2,0
9462,33,10,3,3,0,1,2,310,1,0
9463,32,10,1,3,12,0,2,321,1,0
9464,53,7,3,2,7984,1,2,151,1,0
9465,33,6,3,2,255,1,1,588,2,0
9466,36,8,3,3,211,1,2,146,2,0
9467,43,2,1,2,1854,0,2,131,2,0
9468,45,9,3,3,-497,1,1,217,1,0
9469,52,6,3,2,431,0,2,73,17,0
9470,48,5,1,2,-314,1,2,7,5,0
9471,40,10,3,3,552,0,2,761,8,0
9472,31,7,3,2,465,1,2,259,3,0
9473,34,6,2,2,544,1,2,257,2,0
9474,54,5,3,1,-636,1,2,324,3,0
9475,40,10,3,3,7780,0,2,364,1,0
9476,55,2,2,1,274,0,2,7,5,0
9477,33,10,3,3,1148,0,2,299,1,0
9478,50,10,3,3,67,0,1,156,3,0
9479,59,3,1,2,914,0,2,192,1,0
9480,40,6,3,2,1293,1,2,128,3,0
9481,45,8,3,2,111,1,2,173,1,0
9482,32,10,3,3,937,0,2,90,1,0
9483,50,5,3,2,605,1,2,200,1,0
9484,58,5,3,2,1457,1,2,144,4,0
9485,38,10,3,3,1617,1,2,691,1,0
9486,57,7,3,2,29207,1,2,232,2,0
9487,31,5,3,2,812,1,2,245,1,0
9488,69,3,3,1,324,0,2,875,1,0
9489,26,8,2,2,1327,0,2,171,4,0
9490,30,8,3,2,482,0,2,86,1,0
9491,49,5,3,2,134,1,1,265,2,0
9492,36,5,3,1,347,0,2,167,2,0
9493,37,7,3,2,1824,1,2,112,2,0
9494,55,5,1,1,410,0,1,221,2,0
9495,36,10,2,3,-38,1,2,784,1,0
9496,31,9,3,2,581,1,2,845,1,0
9497,30,7,1,2,3100,1,2,154,4,0
9498,36,6,3,2,0,1,1,201,4,0
9499,50,9,3,2,1138,0,2,219,10,0
9500,53,10,3,2,0,0,2,209,5,0
9501,39,6,3,2,304,1,1,323,1,0
9502,31,7,3,3,313,1,2,114,2,0
9503,49,5,3,1,1898,0,2,159,1,0
9504,35,6,3,2,142,1,2,315,2,0
9505,45,5,3,1,4696,0,2,99,1,0
9506,30,10,2,2,135,0,2,112,2,0
9507,47,9,3,1,574,1,2,137,5,0
9508,37,5,3,1,1322,1,2,14,8,0
9509,35,7,3,3,703,0,2,169,1,0
9510,41,10,2,3,0,0,2,91,2,0
9511,35,2,3,2,1,1,2,173,8,0
9512,60,3,3,1,55,0,2,207,1,0
9513,58,7,3,2,786,1,2,165,3,0
9514,28,10,3,3,22,1,2,59,3,0
9515,57,2,3,2,890,0,2,343,4,0
9516,35,10,3,3,451,1,2,220,6,0
9517,54,8,3,3,59,1,2,268,1,0
9518,31,10,2,3,15,0,2,119,2,0
9519,32,5,2,2,15341,0,2,738,3,0
9520,56,8,2,2,-273,0,2,119,2,0
9521,35,9,3,3,28,0,1,259,1,0
9522,33,5,3,2,58,0,2,144,2,0
9523,50,7,3,2,103,1,2,109,4,0
9524,46,10,2,2,244,1,2,244,1,0
9525,35,6,3,2,0,0,2,115,4,0
9526,49,8,3,2,880,1,1,22,3,0
9527,56,10,1,3,-141,0,2,101,4,0
9528,33,5,2,1,447,1,2,180,2,0
9529,37,11,3,1,62,0,2,404,2,0
9530,30,5,2,2,148,0,2,206,1,0
9531,34,8,2,2,79,1,2,219,3,0
9532,29,5,2,2,9,1,2,262,3,0
9533,32,10,3,3,578,0,1,29,2,0
9534,29,5,3,1,-382,1,2,35,2,0
9535,50,5,3,1,888,0,1,160,3,0
9536,58,7,2,2,382,0,2,460,2,0
9537,30,10,3,3,1390,0,2,552,4,0
9538,52,11,3,1,-104,0,1,124,1,0
9539,39,10,3,3,22,1,2,493,1,0
9540,43,7,1,2,-36,1,2,190,1,0
9541,51,7,3,2,130,0,2,547,3,0
9542,38,8,2,2,77,0,2,441,4,0
9543,30,9,2,2,1031,0,2,7,1,0
9544,52,10,1,1,92,0,1,469,7,0
9545,40,7,3,3,1063,1,1,264,2,0
9546,37,7,3,2,0,1,1,101,3,0
9547,30,5,3,2,282,1,1,148,2,0
9548,51,10,3,3,1394,1,2,115,1,0
9549,27,7,2,2,16,0,2,193,1,0
9550,35,5,3,2,975,1,2,102,1,0
9551,47,8,3,3,12276,0,2,77,5,0
9552,29,5,3,2,313,1,2,172,2,0
9553,52,8,3,2,1648,1,2,172,3,0
9554,43,8,2,2,6,0,2,58,1,0
9555,31,5,3,1,1127,1,2,43,1,0
9556,54,5,3,2,1070,0,2,373,4,0
9557,59,4,3,2,1040,0,2,123,2,0
9558,51,5,3,2,50,1,1,121,1,0
9559,32,10,3,3,62,1,2,45,1,0
9560,42,5,3,2,-755,1,1,312,1,0
9561,46,5,3,2,4707,1,2,93,8,0
9562,30,7,2,2,925,0,2,240,1,0
9563,42,10,1,1,0,1,2,73,5,0
9564,39,5,3,1,867,1,2,481,1,0
9565,31,10,2,3,-201,1,2,81,4,0
9566,35,5,3,2,120,1,2,245,2,0
9567,34,8,3,2,61,0,1,21,1,0
9568,42,7,1,2,0,1,2,471,2,0
9569,57,10,3,1,687,1,1,107,3,0
9570,38,10,2,3,38,0,2,105,2,0
9571,29,5,2,2,2806,0,2,294,1,0
9572,46,10,3,2,-27,1,2,289,1,0
9573,48,10,3,3,2498,0,2,98,2,0
9574,33,7,3,2,390,0,2,460,2,0
9575,59,8,2,2,-423,1,1,84,1,0
9576,23,7,2,2,1587,1,1,502,2,0
9577,37,5,3,2,288,1,2,159,6,0
9578,40,7,2,2,822,1,1,155,2,0
9579,44,5,1,2,-222,1,2,112,3,0
9580,37,5,2,2,197,1,2,251,3,0
9581,28,6,2,2,159,1,2,345,2,0
9582,39,7,2,2,681,1,2,170,1,0
9583,57,3,1,1,0,0,1,125,2,0
9584,38,5,2,2,495,1,2,297,1,0
9585,60,5,3,2,414,0,2,147,1,0
9586,38,10,1,3,151,1,2,50,1,0
9587,26,1,2,2,2572,1,2,620,1,0
9588,32,5,3,2,320,1,2,198,2,0
9589,35,10,2,3,304,1,2,274,2,0
9590,30,10,2,2,1299,0,2,515,2,0
9591,37,5,3,2,740,1,2,434,3,0
9592,36,5,3,2,537,0,1,206,6,0
9593,34,8,2,2,1581,1,1,52,11,0
9594,28,5,3,2,708,1,2,339,5,0
9595,37,5,3,1,178,1,1,72,1,0
9596,31,6,2,2,671,1,2,193,3,0
9597,34,5,3,1,3,1,2,26,1,0
9598,28,7,2,2,981,1,2,225,1,0
9599,38,7,3,3,1042,1,2,419,2,0
9600,80,3,3,1,1021,0,2,37,1,0
9601,59,3,3,2,1035,1,1,223,1,0
9602,54,10,3,3,1114,1,2,1195,2,0
9603,29,5,2,3,98,0,2,170,2,0
9604,39,7,3,2,24,1,2,79,4,0
9605,30,7,2,2,486,0,2,335,3,0
9606,41,6,1,2,727,1,2,246,1,0
9607,48,7,3,2,-205,1,1,112,1,0
9608,26,5,3,2,895,1,2,820,3,0
9609,55,8,3,1,319,0,2,124,3,0
9610,36,8,2,2,206,1,2,183,1,0
9611,31,6,3,2,-414,1,2,1369,3,0
9612,35,5,3,1,-1489,1,1,177,1,0
9613,30,10,3,3,0,0,2,74,1,0
9614,26,5,2,2,249,1,2,235,3,0
9615,32,10,3,3,927,0,2,282,1,0
9616,43,5,1,1,515,1,2,182,1,0
